airline_stance,airline,text
2,United,@united has the best pilots ever Thank you guys for the great trip #thatisall
0,United,@united - I really down think downgrading the booze/food selections at the club is a good way to go.  How about you look @aircanada?
0,United,'@united You guys are atrocious.  Far better service as silver on Delta than you as a platinum.  I''ll be switching back to delta.'
2,United,@united I will thank you!
2,United,@united thanks for making sure they hear the message!
1,United,@united @NTrustOpen can i go  #GolfUnited
1,United,@united I got an email from cust. care for an issue I had offering me a voucher. How do I claim that? I emailed back but got no reply. DM me
0,United,@united I have and been denied! I called and got hung up on. Did speaks with manager on second call
0,United,"@united Club DEN
0,United,'@united installed and working are not the same. Kicked me out after an hour and wouldn''t let me back in. Four wasted hours.'
1,United,@united i would like to know if its possiable to checkin online or must it be done at Schiphol?
1,United,'@united how do you go fr Silver Elite for two straight years to group 5 all the time?  I get no group 2 but maybe 3 or 4?  What''s up?'
0,United,'"@united that''s what I tried to do'
1,United,'@united What delivery service do you use? I''d like to call them myself.'
0,United,'@united so the 4-6hrs that you told me was what? A guess?? They''ve apparently had the bag 20hrs now and no call.'
2,United,@United  my home for the next 8.5 hrs. 777 GFC! :) http://t.co/MKpoGNntYC
2,United,@united Thank you.
2,United,"@united @perfectomobile I have to admit that not only the app is good but have lots of useful func (such the ""live"" seat map). Congrats"
0,United,'@united still waiting 4 our bags. Web STILL can''t tell me its location . How come @UPS @FedEx can tell u at any given minute where it is?'
0,United,@united seriously? After waiting 2 hours on the plane for my 10:20 flight to leave at 3pm I have to leave the plane? Great. Just great.
2,United,@united kind of cool to run into your boss man at SFO. http://t.co/bm9O2K5X5J
2,United,@united Got a call. Bag is to be delivered tonight. Thanks for your reply!!
2,United,@United Global First Class Lounge ORD menu. Yummy! http://t.co/egKvFoKogj
2,United,@united pleasantly surprised with quality of service and flight.Flew LGA-CLE-DEN. Friendly crew. Love the concept of #byod #worksnicely
0,United,'"@united ""We like hearing from you."" So why haven''t you replied to my tweet and/or email yet? https://t.co/caf2cx3gfi"'
0,United,@united Rude grouchy agent at Dulles check-in just got my 19 hour trip off to a lousy start. He needs a nap or something.
0,United,@united 1k use to be special.  80 people in group one.   Why not board global AND 1k together? http://t.co/qd2lyUXAZg
0,United,'@united thats because you didnt read my entire tweet. Wife''s 12pm flight is now delayed to 6:30.  Thats 3 6+ hour flight delays in 2 weeks'
0,United,@united As it always is. Helps to communicate to customers.
0,United,'@united I''m not as sure as you are. http://t.co/HSMpbSF4UF'
0,United,'@united how does that help me with my customers that I couldn''t meet with (and subsequently lost)?'
2,United,@united thank you. I will address it with them
0,United,@united problem is on laptop not phone
0,United,'@united question - was given food vouchers but can''t use on plane..how   come'
1,United,'@united it''s cool. I didn''t need to go to work today. Or get home to make sure my house is ok in the -30 wind chill.'
1,United,'@united please reroute Oregon Women''s Tennis to Santa Barbara. There''s supposedly another connection from LA.'
0,United,@united the wifi in the ewr lounge reminds me of the old days of dial up
0,United,@united needs to pay for my car. I could have been on my flight if 4 help desks did not say it already left. Shame.
0,United,@united too long for 140 characters
0,United,@united Bos-SF was in between waivers. Business Cancelled Flighted due to weather before/after. No flexibility/compassion in extreme circumstances = 😔
0,United,@united tried that already &amp; tried forgetting the wifi network connection. Still forces log in with incorrect email. Other suggestions?
0,United,@united I see you tweeting as little as 7 min ago. Are you just ignoring my CS request? #CantLogOutOfUnitedWifi
0,United,@united or did you mean 24-26?
0,United,@united has it been 4-6hrs yet?
0,United,@united anyone awake? Paying for wifi on iPhone when need to be using it on laptop. Logout option for wifi in flight? Time is wasting!
0,United,"@United does a great job of answering public messages. Direct private messages
0,United,'@united I work in customer support- extremely saddened United won''t waive change fee for flights I had to Cancelled Flight due to east coast storms.'
0,United,'@united how''s my refund coming along??'
0,United,@united ANOTHER F*CKING DELAY IN THE PAST 32 HOURS!?
1,United,@united online inchecking able in the Netherlands (ams)?
0,United,@united 777 from SFO to HNL with ZERO entertainment systems???!!!#youareonyourown
0,United,'@united how do you log out of wifi in flight? Don''t see any option and made typo when logging in. HELP!!'
1,United,"@united When will you have special promotions for flights departing Newark
0,United,@united flight UA5631 from SFO to Burbank has been delayed twice now. Still no plane in sight. Get it together.
0,United,'@united Just saying the truth. You don''t even an email! #2015'
0,United,"@united MR
1,United,@united Hi if a premium ec upgrade was paid for &amp; then a mileage BF upgrade done is the prem Eco upgrade fare refunded?
1,United,"@United
0,United,@united we followed the baggage rules on your website and was still charges $150. But only going one way
0,United,@united I sent you a dm hours ago
0,United,@united Need to track lost luggage being shipped to me. Need ph # for human. Not automated 800-335-2247.
1,United,@united DM the conf # to you - did you receive it?
0,United,@united no it weighed 45.5 and it was the only checked bag
1,United,@united still waiting for a response on whether or not you allow use of a rear facing car seat on an ERJ145.
0,United,"@united nonrefundable
0,United,@united your website was down all day yesterday- tried 3x put all info in&amp;didnt go thru- today the flight I bought went up!
0,United,'@united you do realize my wife is waiting on a delayed flight at this very moment.  I''m not sure I understand your tweet.'
0,United,'@united I''m a minor and freaking out bc I might not make my connecting flight to Hawaii so yes I''m frustrated'
2,United,@united so sorry. I ended up on US Air flight. Thank you though for getting back to me:)
0,United,@united I have been denied. Not sure how you charge $150 one way then $25 on way hime
1,United,@united @estellevw does she need to complain on Twitter for the refund or is it auto-applied?
0,United,"@united even so
0,United,@united Case ID 8544484
1,United,"@united no
0,United,'@united your Airbus a320 seats are awful. They don''t recline.'
0,United,'@united to DM you I have to follow you and I''m not doing that. Plus they''re no more options. That''s why I had to fly with you. #epicfail'
2,United,@United  great way to start my vacation with an on time departure! Looking forward to my global first class suite!
1,United,"@united I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
,,
0,United,@united - why am I sitting on this plane for an hour after scheduled takeoff without a cloud in the sky? #keepusguessing #isthisyourfirsttry
2,United,@united Thank you for responding so promptly! I look forward to the 240 kms drive to the office to file a claim.
2,United,@united that would be great
1,United,"@united Death in the family cannot make flight tomorrow. Phone rep quoted $440 per person fee
0,United,"@united of the airplane otherwise they would call the Police
0,United,@united @perfectomobile huh?  I have sent 16 crash reports in Feb alone.  8 in one day.  Only app I have that consistently crashes.
0,United,"@united I was abused 
2,United,'@united You''re welcome.'
0,United,'@united Contacted yesterday and was told that there''s nothing they can do - they suggested I email for some compensation ??? cust service???'
1,United,'@united I''m a UA 1k. I think it''s @iamtedking who was looking for help'
1,United,@united  RES # 0167560070877     Fsqthg   Thanks
0,United,"@united unfortunately
2,United,@united flt 1583 EWR to SFO excellent service. Friendly flight attendants. made the 6AM flight a very good start to the day.
2,United,@united Yes ! :D (Y) From @therealaviation on Instagram :)
1,United,'@united @perfectomobile You really shouldn''t use the word ''crashing.'' Just sayin''.'
0,United,@united airlines delayed our flight on the way to Chicago and leaving Chicago. Next time @Delta it is.
0,United,@united They inquire and then do nothing about it...pretend they’re interested. Responded to your DM and no response back...
1,United,"@united need assistance to change flight to get to an ailing parent..
0,United,'@united I must stop my relationship with you. You''ve become greedy and heartless and our long term relationship is over'
0,United,@united your customer service is lacking and you owe me a @GoPro camera. I also appreciate not being interrupted every time I speak Thanks
1,United,@united you need to follow me I order for me to DM....
0,United,@united Can i get a refund? I would like to book on a better airline.
0,United,@united whom can I call to discuss - as I was told that united has no phone contact with passengers  - this is absurd...
0,United,'@united messaged you as requested- and called your baggage team again. It''s STILL in Newark. please help or let me know next steps!!'
1,United,@united Airlines is changing #mileageplus program March 1 http://t.co/4ojE523PTw
1,United,@united There is only one club at LAX  - in terminal 7 across from gate 71
1,United,@united @perfectomobile Definately not an award for employer of the year #united13
0,United,'"@united I guess that''s not the busiest route'
0,United,@united Flight delayed 40 minutes in ORD because plane didn’t have all the food. That should be fixed in the future. It’s a dumb delay.
1,United,"@united  Need to change flight from this Tuesday to sooner to attend to ailing parent in FL
0,United,@united need to chat with an actual human ASAP!
1,United,'@united I have already emailed but I didn''t know if it was more expedient to contact you here. Please advise. Thanks.'
0,United,'"@united I got an email saying ""changes to my MileagePlus account are confirmed"" but I didn''t make any changes. Help?"'
1,United,@united yes when I landed.
2,United,@united Joni did a great job on flight 5653 to LAX. Thanks for a great flight.
2,United,@united So far so good. Just stepped down in Denver. Next Stop Portland!
0,United,@united 3/10 disappointed in the service. Will be missing my connection after over an hour delay + cramped seats. At least their app is good
0,United,@united what a joke. Hang up on customers!!
0,United,'@united Over charged me one way for baggage.find out others leaving Pittsburgh with same equipment weren''t charged Just hung up on me!!'
2,United,@united #OrthoDoc on-call to in-flight! Glad to have been of service!
0,United,"@united So publicly you asked for details on my flt. Sent you a DM
2,United,@united flight attendant regains karma by giving big sweaty dad cold water. Guy was running &amp; carrying his daughter.  Last one onboard.
0,United,"@united really hoping to get some help here.  On my 5th attempt to get a resolution
1,United,@united @iamtedking http://t.co/UCZzP9YpHk click lounges tab. Need to be flying on supported S/A airline
0,United,'@united I sent you a dm with my file reference number.. I just want to know if someone has located my bag even if it''s not here yet.'
2,United,@united I just want shout out a thank the pilots and staff on the Feb 13 flight from Newark to Boston at 4:40pm.  They were super helpful!
0,United,'@united can you help from there? UA4935 can''t take off without missing galley cart that no one can find. Pax all seated for last hour.'
1,United,'"@united For my Grandma Ella''s 80th'
1,United,"@united is hiring - Flight Dispatcher - Chicago
0,United,"@united That doesn’t make any sense. I’ve been 1K for over 5 years
1,United,@united have all 747-400s been updated with power outlets and seat-back TVs yet? Flying ORD to Tokyo-Narita on the 28th
0,United,"@united I need you to get my cousin to PDX
2,United,@united Keep the flights cheap and early/on time and you are good. Flew @AmericanAir  and Cancelled Flightled my flight 4 times last month. United&gt;
0,United,@united the Premier desk was able to rebook me with our friends at @AmericanAir. Only problem is now I have to pay for a checked bag :/
0,United,"@united I did
0,United,'@united I''m not booked on a 1:30 return flight..'
0,United,@united the flt TO ORD is correct.  Per my DM- it is the flight from ORD to CVG I was charged for incorrectly
0,United,"@united You need to change the way customer service is handled! I have been waiting for a supervisor to contact me for 17 days
0,United,@united I need to talk with an actual person about missing luggage. Please advise on how to make that happen.
0,United,'@united I know I can see that too but now estimated time of dep. is 10am. I don''t understand why there wasn''t a better estimate 3 hrs ago'
1,United,@united any news?
0,United,"@united ""where we trick you into making us look popular on Twitter by being the worst airline"" #wellplayed #jokesonus"
0,United,@united why do I have to request refund? Why charge twice in first place?
0,United,'@united I''ll be calling soon but going tomorrow like it shows on the app is not a good option'
0,United,@united I’ve filled out the form twice. No email. I have a lost item code. Can you verify it was received?
2,United,@united message sent. Thank you!
0,United,'@united that''s what I have been told. But refund doesn''t really makeup for the inconvenience caused and the missed meeting... Does it?'
1,United,"@united THIS IS THE  YEAR FOR VAN GOGH FANS TO VISIT EUROPE
1,United,"@united @AmericanAir THIS IS THE  YEAR FOR VAN GOGH FANS TO VISIT EUROPE
0,United,"@united please explain why I need to pay bag fees twice
0,United,"@united - watched the entire #UNCvsDUKE game on the Tarmac before Cancelled Flighting my flight because crew timed out
0,United,'"@united reFlight Booking Problems would not have made me reach on time for my meeting. Also didn''t wanna take a chance'
1,United,@united - who can eat at an airport for $7? #areyounew? #incompetent #no800number #feeltheheat
0,United,"@united - vacation days: relevant
0,United,@united - That time when I spent a night trying to sleep in a toddler bed at the airport Ramada without my luggage you kidnapped #furious
0,United,@united I am calling to check on a future flight and your first agent hung up and now you sent me to the pet travel line!! This is HELL!!
0,United,@united fyi the site/app still shows plenty of the unavailable flights I had errors with. Almost 24 hrs after sellout. Flying @AmericanAir
0,United,'@united sure... You''ve been saying that for as long as I''ve been tweeting about your obsolete fleet.  Promises are free.'
2,United,@united followed and messaged. Thanks so much for the help.
1,United,'@united I did not.  That''s why I am VERY concerned.'
0,United,@united Please consider letting flyers with no overhead bin items board/deplane first (after first class). Make sense?
0,United,@united i will never be flying with #UnitedAirlines ever again. $285 for checked bags? All under 50lbs? #angrycustomer #unitedairlinessuck
2,United,@united Thanks JT
1,United,@united Trying to locate passenger that landed 2 hrs ago in @HeathrowAirport UA938. can you assist? Is flight still in customs? PLEASE help
2,United,@united Thank you! Off to LA to do something very special.
0,United,'@united The flight turned around for mechanical reasons on 1/30/15.  Never to fly United again as they don''t check their planes properly.'
0,United,@united Is it customary to upgrade a flight attendant in uniform vs passengers? One is in 1B on flt 1020 now to IAH
0,United,".@united you should really have that addressed somewhere on the website
0,United,@united UA1740. 4.5 hr mechanical delay all I get is $50 voucher? Will tweet when I book next trip not on UA.
0,United,@united spends 20 minutes beating up a lady about her bag fees.  Random stranger comes up and pays the fee.  #Randomactsofcorporategreed
1,United,@united for a fee...
0,United,@united hi.I am still waiting for the refund. This is ridiculous.Or u approve my tickets or u give me a refund.Please advise wht is going on
1,United,"@united Hi
1,United,@united any updates with the DOT looking at the united fares from London to the US from last week?
0,United,@united thanks ^mr i got rebooked already but I lost my first class seat. Such is life.
0,United,"@united booked a flight yesterday
0,United,'"@united no- we are boarding- but why can''t your agents'
0,United,"@united EWR ppl told me to call 1800#
0,United,@united Ruth was VERY helpful in re-routing us to Punta Cana when Dulles connection failed. Other reps- NOT so helpful.
2,United,@united Thank you!! 😊
0,United,@united we booked at the same time AND he called was told confirmed we were linked. Even after he had to make changes to his rez.
0,United,'@united you board a 630a flight and then Cancelled Flight it because it doesn''t have a pilot?  Now I miss my meeting Atlanta because someone slept in?'
1,United,'"@united I don''t have a milage number. I can''t sent my mail to you via DM'
0,United,@united no response 3 weeks since complaint submitted and 3 days since you all said you would look into it
0,United,@united thx. Come hell or high water...
0,United,"@united worried the cold weather or snow would delay us this morning
0,United,'@united rushed through the -6 degree weather to get to the airport on time. Too bad the pilots didn''t do the same. #stillwaiting.'
1,United,@united refund?
1,United,@united aisle please
2,United,@united thanks for the quick reply! I just fill in the form #idnumber8569822 #hopetogetanswersoon
0,United,"@united - handed a slip of paper
1,United,@united @staralliance good.  Maybe that will make up for losing my medallion.  #ProbablyNot
2,United,'@united that''s fine. I''ll take them.'
1,United,@united I live abroad and am Flight Booking Problems flights for when I come visit the states :(
1,United,@united I have.
0,United,"@united to recap
2,United,@united thank you! My second flight I already got bumped up to 1st! Love it!
0,United,@united ...she said she would need to get a supervisor. While waiting for the supervisor she hung up on me.
0,United,@united ...just called and lady at your overseas call center said she saw no note. I explained the situation...again...
0,United,@united ...she could not access seat map so she said she would note the upgrade in my itinerary and to call back Late Flightr...
0,United,@united spoke to someone on your feedback line last night who said she would get me a preferred choice seat for today...
2,United,"@united all goods
1,United,@united next day
1,United,@united I filled out the form but I haven’t received any sort of email confirmation that it’s been received. Is that normal?
0,United,@united loses my luggage and @hotelstonight loses my reservation. after a 10 hour travel day. I just want to get to @StartingBloc in the am!
0,United,'@united oh flight was fine. my lost luggage? not so much. looks like I''ll be at least a half day Late Flight to my conference in Santa Monica...'
0,United,@united 8h flight without a working screen for me and my friend and not possible to move to another place #unitedfails#worsttripofmylife
1,United,@united @UnitedFlyerHD @United_Airline N26902 Dreamliner leaves London Heathrow. @B787fans http://t.co/aI0Yzwt8Za
0,United,'@united ^GJ flight 1101 didn''t have wifi even though it was promised to by your ground crew. #AnotherDisappointment'
0,United,@united ^GJ I will. You have to agree that 7+ hours Late Flight for arrival is unacceptable. I only hope and pray my bag is here.
0,United,'"@united : Unhappy with United''s service?'
1,United,@united ok. Can I DM you the info?
0,United,@united the best seats should be for paying customers and we should get to board first #badcustomerservice
0,United,@united this happens all the time.  United pilots are always in the exit row.  America treats there customers better than their employees.
0,United,@united yes when I got to the gate I specifically asked if there where any other seats.  Very discouraging to walk past the crew. 37d
1,United,"@united KOA-LAX should have fresh food service
2,United,@united OMG THANK U😻😻😻
0,United,@united unavailable leg that registered hours after being sold out. Only option to offer after 45min was +$400/ticket or Travelocity (2of2)
0,United,'@united error message said couldn''t process request at the last step after seat selection on each leg. Agent was unaware of an (1 of 2)'
0,United,"@united  4348 soon going to have more wait time for a gate
0,United,@united ... horrible wait time on 4348 to get a gate  ..shows total miss  management . Value customer time and respect thier sentiment
0,United,"@united  very disappointed by the service starting from gate operator at BOS 
0,United,'@united your service sucks to Mexico from houston. You finally realized that snacks in1st don''t work you cheap as);:'
1,United,@united will do. Thank you!
1,United,"@united Okay
1,United,"@united they had snacks available
0,United,"@united if guy on flight 1230 follows through on threat to sue because he couldn’t carry on 3 bags
1,United,@united done as requested.
0,United,'@united Pls post video of belligerent jerk ranting at SFO (1230) that''s he''s going to sue you for making him check his 3rd bag. He''s a hoot!'
0,United,'@united ^GJ I do believe that this is hands down the worst service I''ve EVER experienced. Makes @comcast look amazing. #UnitedAirlines'
2,United,'@united please give special thanks to Aaron in Tampa office for helping me for literally two hours! He''s amazing. Mission accomplished!'
0,United,'@united I can''t tell/purchase through the website because they put us on a Lufthansa flight for the first leg.'
1,United,@united Turkish Airlines rebooked us a United flight on our second leg from FRA -&gt; IAD. Is there any way to check if upgrades are available?
1,United,@united hey I left my favorite blanket on the plane bring it back home to me:-(
0,United,"@united ^GJ funny
1,United,'@united followed &amp; DM''d.'
1,United,@united I want a hotel room and a whiskey.
1,United,@united flight...gotta make this connector
1,United,'@united - ok noted. All details will be DM''ed to you shortly.'
0,United,@united @staralliance the B gates are very far though
0,United,"@united UA5029 from RIC
0,United,'@united I would have made it if you hadn''t already booked me on another flight and Cancelled Flighted my original reservation.'
0,United,@united @staralliance how can I book reward travel in August?? Everything is blacked out.
2,United,@united did I win :)
0,United,@united Trying to change a flight booked just 6 hours ago but online system is charging me $200 fee per passenger... could you please help?
0,United,@united I have submitted my complaint. I need to be compensated. How long will this take?
1,United,@united any info on delays at SFO tomorrow due to low clouds?
0,United,"@united because of the horrific flight experience
2,United,@united flight to RSW tonight -me &amp;  twin 3 year olds. A pilot who was in row by me stayed to help me get the boys &amp; bags off. Lifesaver!!
0,United,@united My flying United is over...sorry. The Captain still had 20 minutes of pre-flight preparations to make while we sat with no air!
1,United,@united thanks
2,United,"@united yes
0,United,@united get a clue. I am a 1K/2mm miler and that is the response you give?
0,United,@united I was only trying to get my emails. What are you talking about? What most business people expect from airline wifi
1,United,"@united we finally just arrive to Bogota
0,United,'@united it''s not there we tried. It''s already here in cancun just no one has delivered it'
0,United,"@united what you did was illegal and a breach of contract. I will be in touch but not through your ""customer feedback"""
0,United,@united its not the way to treat your customers we had a lot of issues and it was not worth our headache we went thru
0,United,@united yes we are in EWR and it was corrected but just the fact the it was beought up for us to share rooms is unexpactable
1,United,@united Want to make my day? :) Friend is Premier &amp; I should be soon. Any chance you can upgrade our two 10 hr leg of flights to ecom plus?
0,United,@united please review and fix your baggage procedures at Dulles because it happens every week when my sister travels there on your airline
0,United,@united nothing else from you ^GJ? Where is your customer service?
1,United,'@united that''s of course in lax'
1,United,@united ok thanks! Where are you counters located? And how Late Flight are they open?
0,United,"@united oh no
0,United,@united my coworker that had the same conflict as me with the hotel issue trying to share posted on their facebook page and they erased it!!
0,United,"@united lost my parents luggage to cancun
0,United,@united then watched my connecting flight in DEN pull away from the gate only to pull into THE SAME gate. #SlapInTheFace
0,United,"@united @christinebpc ...and on some versions of the 738
0,United,'@United I''m pretty sure I''ve got shin splits from SPRINTING through IAH only to watch my plane pull away from the jet way...'
0,United,@united well the income flight to dca to take us to ewr was delayed and it made us miss our connection to FLL so yes hotels were necessary
0,United,'@united can you please stop Cancelled Flightling your flights? I am trying to get home to take two exams tomorrow. You''ve Cancelled Flightled 3 flights on me.'
0,United,'@united &amp; I''ve been hung up on twice by your staff. So upset right now'
1,United,@united DCA-EWR Flight #4372
0,United,"@united 2 hour flight from FLL to Ewr
0,United,@united was such a better airline when you were Continental. $75 service fee + $75 Flight Booking Problems fee + $25 talk to a human fee: FU!!!
1,United,@united any chance you could look into my problem from earlier?
0,United,@united this is despicable I spoke to  many diff people &amp; everyone is telling me something different I have a claim no. I need my bag now
0,United,@united how come the crew traveling on the flight gets a better seat and I get stuck checking my bag and the crews bag got on the flight.
0,United,"@united Funny thing happened
2,United,'@united I forgot that Intl flights out of LAX don''t go from Intl Terminal! Easiest re-check in ever! woo!'
1,United,@united can you please tell me where United flies to from Sydney Australia - pref Asia Pac or US as I have a voucher to redeem.
0,United,'"@united you can''t claim ""weather"" with your hardworking crew pulling seats out of a plane! Do the right thing. But we both know you won''t"'
0,United,'"@united you''re missin the point! There was no ""weather"". You''re lying! Seats was broken. But u claim ""weather"" to get out of hotels. Classy"'
0,United,@united are you trying to break a world record for most delayed flights in a year?
1,United,'@united I have flights that don''t appear to have been applied to my MileagePlus account. Can you help?'
1,United,'"@united @VUSA_Australia I''m just an Aussie cowgirl lookin'' for my cowboy. Take me to Fort Worth'
2,United,"@united Okay
0,United,@united this is not what captain said! Your 820pm flight to San Francisco is delayed due to weather. UA1416 now departs ....#failagain
2,United,@united thanks
0,United,'@united I bet @SouthwestAir doesn''t turn a thirty minute delay on an original flight into a 7+ hour delayed arrive time'
2,United,"@United is the best way to re-unite me with my one true love
1,United,@United should find a way to distinguish boarding of premier members and credit card holders. Group 2 is too big!
0,United,@united final destination was booked through United but with quantas. United has not yet contacted Auckland. I am unaware of case ID number
1,United,@united was in the air. Just DMd you
0,United,@united. Worst flying experiences ever the past three days. Your airline needs to get it together. Lost a customer with me
0,United,@united yes I have
0,United,@united #CustomerService #fail long time flyer switching airlines #frustrated
2,United,"@united okay - thanks for your help
0,United,@united screwed over my professor. Maybe we should tell everyone about @Skiplagged ? #aviation #airport #airline #innovation #startups #tech
0,United,@united @staralliance Now do the right thing and reinstate the tickets you voided #UnitedFail
0,United,@united negative. Done wasting time with amateurs at customer service. Thanks for at least offering.
2,United,"@united @staralliance was there few weeks ago AWESOME
2,United,"@united no worries - after everyone boarded
1,United,@united sprinted from C concourse to E and just made it. Coughed up a lung in the process but am now in CLT! Tnx!
1,United,'@united hey! think someone could meet me with my book when I arrive at @loganairports at 10:30? It''s yes please #amypoehler. Oscar took it.'
1,United,"@united Hopefully They will give me a feedback
2,United,"@united Very good flight
0,United,@united can you DM me? Been on hold with customer service very long time (53 min +) and getting the run-around. Thanks.
0,United,'@united I''m asking if you can simplify the communications- thx'
2,United,"@united yes #LHRT2 lounge is fantastic
0,United,'@United OMG WHERE IS MY BAG??? YYZUA70435 - enough with the shenanigans already. It''s getting real old real quick!!'
1,United,'@united i now see it''s 72 hours. Thanks'
1,United,@united We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3)Thanks
1,United,"@united @staralliance Very nice at LHR
0,United,@united how long will it take for miles that i re-purchased (they had expired) to show up? I recieved an email that the request had been..
0,United,@united Please stall flight 1535 out of ORD. I have to get to SNA tonight.
2,United,"@united Thanks
0,United,@united can you get a gate for UA4727?  Turrible.
0,United,@united is the worst airline. Lost my luggage delayed my flights and has been very unaccomidating
1,United,@united Flight 280
1,United,@united Flight 1640 (N33289) arrives at @FlyTPA following flight from @iah http://t.co/RvCDA2nnme
2,United,@united is officially my favorite airline. They have created magic for me all day!!! #friendlyskies #careyon
2,United,"@united we had a wonderful flight attendant named Leah that was with us from lga to den
2,United,@united I was protected on that flight by gate agent Kerry at LAS. She also did an excellent job getting me to my destination today. Thanks!
1,United,"@united yes
2,United,"@united Your staff
0,United,@united I mean is there a real live person somewhere I can go and speak to at Newark post security?
1,United,@united hi! I just bought a flight with united through ebokeers from Paris to Miami. Do I have any chance to check that everything is ok?
1,United,"@united no worries
0,United,'@united i have talked to them...on standby for tomorrow but it doesn''t look good. May have to stay here till Friday &amp; that''s not guaranteed'
1,United,'@united ^JT is the ORD to PHL flight at 9:15 PM (CDT) delayed? DM I''m kinda hoping not to be stranded at ORD either.'
1,United,@united what happened to flight status map? It was so cool..
0,United,'@united plz don''t advertise wifi if it''s not gonna work thanks #worstflightever'
1,United,@united Hi guys. I submitted a request for ticket/hotel reimbursement for a delayed/over night stay coming back from the Dominican. Help?
0,United,"@united Apologize to the President. Once those employees blamed him
1,United,"@united yes
0,United,'@united A change fee of $200. Same exact flight from ATL-HOU is $165. Why a charge of $574? The math doesn''t add up.'
0,United,'@united hello. I''m overseas &amp; my bag is lost. I can''t call customer service but can you help me?'
2,United,"@united landing in anchorage
0,United,'@united I knew I should''ve flew @VirginAmerica lol'
0,United,"@united
2,United,@united thnx
2,United,"@united 
2,United,'@united it''s kinda funny. No worries.'
0,United,@united My feedback and concerns via your site aren’t going to improve my poor airport experiences.
0,United,@united just dropped bags at Newark. Your desk guy was the rudest customer facing person I have met. Even my two children were shocked!
2,United,@united great. Looking forward to your response to my DM then
0,United,"@united It was quite enjoyable. 😊 
2,United,@united thank you for getting our daughter home when @americanair Cancelled Flightled all their flights to Nashville
2,United,"@united thanks for the re-upgrade to 1st class. It may be a 45 min flight
0,United,"@united makes total sense
1,United,"“@united: @ItsAaronChriz Sorry to hear about your flight. Do you need help reFlight Booking Problems?”
0,United,'@united now we are trying to get to San Juan from Chicago O''Hare. Having lots of problems. May get a standby flight.'
1,United,"@united Alright
0,United,"@united well sorta....we r trying to get to Aquadilla
0,United,@united why does it cost $547 to change the city of origin when the same flight on http://t.co/8FMZZOltv9 costs $165 #customerservicefail
1,United,@united I just sent a long note with some suggestions. Thanks for getting back to me.
1,United,@united there are at least 3 of us on UA1564 at ORD waiting to deplane to catch UA4232 to CLT. Any chance of waiting to last second for us?
2,United,@united @parryaftab done thnx
0,United,"@united
0,United,"@united gotta love giving up 1st class upgrade b/c flight delayed
1,United,@united PTY to PIT via IAH
0,United,"@united Not sure what happened @ MSP yesterday
1,United,@united Is it possible to redeem miles for one part of a round trip itinerary without having to book two separate reservations?
0,United,'@united I''m flying @AmericanAir on the way back. I rarely fly them but let''s see if they are any better....'
1,United,@united sent
0,United,'@united it''s almost like we''re punished for living near a large metro area. EWR was top ranked for domestic delays. Not good'
2,United,"@united Honestly
0,United,"@united thanks. Weather is understandable
2,United,"@united #1007 Houston-Bogota boarding again
0,United,@united no tag number. Luggage was taken off the weigh scale and appears to have been sent off on conveyor belt without any tag...
2,United,@united have reported it.  Still in Istanbul at the moment apparently.  On the other plane haha.  Hats off to the pilot!
1,United,"@united
2,United,"@united hey awesome!  Thanks for the reply
0,United,@united flying tomorrow from mexico to US. Mileage tkts dont show 1k status. Help
0,United,@united correct date is 2/11/15!
0,United,@united 3 phone reps. None could see I was rebooked so missed that flight.Told to go standby for a nonexistent Late Flightr flight. Did I hurt you?
0,United,@united a report was filed with the airport police on 11th and 12th February-I have the police case number if required
0,United,'"@united can''t DM'
0,United,@united the supervisor on situation- Stacey took all our details-no claim number given to us
0,United,'@united 1 hour since boarding began and we''re still sitting at the gate.  #UA507'
0,United,@united Tks for reply. PSP employees blamed Late Flight departure on POTUS when main reasons were DVR flt Late Flight &amp; insufficient ground crew to handle
0,United,@united took this one just for you. Not a window. Also not fun if you get motion sick. http://t.co/m81rV0blxs
2,United,"@united they are all -pilots
0,United,"@united I find this text funny
0,United,"@united #1007 Houston-Bogota with an engine problem
0,United,'@united thanks! Makes sense. Just annoying that it can''t be determined better.'
1,United,@united patiently drinking and tweeting about my experience
0,United,@united you have yourselves to blame for giving me the time to get drunk and tell you how I feel about your overpriced sub par airline
0,United,'@united idea: if u don''t want us to be frustrated don''t Cancelled Flight flights because your crew overflowed a toilet. Get a plumber'
0,United,@united I will be patient in my luxurious middle seat on my next delayed flight
0,United,'@united I will be patient as your agent explains how you have me booked on a new flight for 6:18 when that plane doesn''t arrive until 6:07'
0,United,@united please help trace my luggage which was put through without a name tag on 11 February 2014 at Albuquerque airport
0,United,@united be patient while I let this string of tweets go out showing people you are bad at your business
0,United,@united I think you guys had a half full flight at 4 so you held our overbooked 3pm flight to fill the other one then Cancelled Flightled mine
1,United,'"@united''s in-flight promo on their TV''s includes Brian Williams. Tough to edit that quickly. Not a complaint'
0,United,'@united thanks I''ll fill out the form that no one reads or responds to.'
0,United,@united I was patient when they refused to switch my flight Bc of my checked bag then Cancelled Flightled the one I was on
